Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,no,travel_rarely,1069,research & development,1,bachelor,life sciences,medium,female,42,2,2,healthcare representative,4,single,6949.0,12291,0,no,14,3,1,0,6,3,3,5,0,1,4
37,yes,travel_rarely,625,sales,1,master,life sciences,low,male,46,2,3,sales executive,3,married,10609.0,14922,5,no,11,3,3,0,17,2,1,14,1,7,7
45,no,non-travel,805,research & development,4,college,life sciences,high,male,57,3,2,laboratory technician,2,married,4447.0,23163,1,no,12,3,2,0,9,5,2,9,7,0,8
29,no,travel_frequently,1404,sales,20,bachelor,technical degree,high,female,84,3,1,sales representative,4,married,2157.0,18203,1,no,15,3,2,1,3,5,3,3,1,0,2
35,no,travel_rarely,1219,sales,18,bachelor,medical,high,female,86,3,2,sales executive,3,married,4601.0,6179,1,no,16,3,2,0,5,3,3,5,2,1,0
52,no,travel_rarely,1053,research & development,1,college,life sciences,very high,male,70,3,4,manager,4,married,13775.600000000008,13829,2,no,15,3,2,1,26,2,2,9,8,7,8
58,yes,travel_rarely,289,research & development,2,bachelor,technical degree,very high,male,51,3,1,research scientist,3,single,2479.0,26227,4,no,24,4,1,0,7,4,3,1,0,0,0
53,no,travel_rarely,1376,sales,2,college,medical,high,male,45,3,4,manager,3,divorced,14852.0,13938,6,no,13,3,3,1,22,3,4,17,13,7,2
30,no,travel_rarely,231,sales,8,college,other,high,male,62,3,3,sales executive,3,divorced,7264.0,9977,5,no,11,3,1,1,10,2,4,8,4,7,7
38,no,non-travel,152,sales,10,bachelor,technical degree,high,female,85,3,2,sales executive,4,single,5666.0,19899,1,yes,13,3,2,0,6,1,3,5,3,1,3
35,no,travel_rarely,882,sales,3,master,life sciences,very high,male,92,3,3,sales executive,4,divorced,7823.0,6812,6,no,13,3,2,1,12,2,3,10,9,0,8
39,no,travel_rarely,903,sales,2,phd,life sciences,low,male,41,4,3,sales executive,3,single,7880.0,2560,0,no,18,3,4,0,9,3,3,8,7,0,7
40,yes,non-travel,1479,sales,24,bachelor,life sciences,medium,female,100,4,4,sales executive,2,single,13194.0,17071,4,yes,16,3,4,0,22,2,2,1,0,0,0
47,no,travel_frequently,1379,research & development,16,master,medical,high,male,64,4,2,manufacturing director,3,divorced,5067.0,6759,1,yes,19,3,3,0,20,3,4,15,10,2,7
36,no,non-travel,1229,sales,8,master,technical degree,low,male,84,3,2,sales executive,4,divorced,5079.0,25952,4,no,13,3,4,2,12,3,3,7,7,0,7
31,yes,non-travel,335,research & development,9,college,medical,high,male,46,2,1,research scientist,1,single,2321.0,10322,0,yes,22,4,1,0,4,2,3,3,2,1,2
33,no,non-travel,722,sales,17,bachelor,life sciences,very high,male,38,3,4,manager,3,single,13775.600000000008,20489,1,no,11,3,4,0,10,2,3,10,8,6,0
29,yes,travel_rarely,906,research & development,10,bachelor,life sciences,very high,female,92,2,1,research scientist,1,single,2404.0,11479,6,yes,20,4,3,0,3,5,3,0,0,0,0
33,no,travel_rarely,461,research & development,13,below college,life sciences,medium,female,53,3,1,research scientist,4,single,3452.0,17241,3,no,18,3,1,0,5,4,3,3,2,0,2
45,no,travel_rarely,974,research & development,1,master,medical,very high,female,91,3,1,laboratory technician,4,divorced,2270.0,11005,3,no,14,3,4,2,8,2,3,5,3,0,2
50,no,travel_rarely,1126,research & development,1,college,medical,very high,male,66,3,4,research director,4,divorced,13775.600000000008,6615,7,no,22,4,3,1,23,1,2,5,4,1,3
33,no,travel_frequently,827,research & development,1,master,other,high,female,84,4,2,healthcare representative,2,married,5488.0,20161,1,yes,13,3,1,1,6,2,3,6,5,1,2
41,no,travel_frequently,840,research & development,9,bachelor,medical,low,male,64,3,5,research director,3,divorced,13775.600000000008,3735,2,no,17,3,2,1,21,2,4,18,9,0,11
27,no,travel_rarely,1134,research & development,16,master,technical degree,high,female,37,3,1,laboratory technician,2,married,2811.0,12086,7,no,14,3,2,1,4,2,3,2,2,2,2
45,no,non-travel,248,research & development,23,college,life sciences,very high,male,42,3,2,laboratory technician,1,married,3633.0,14039,1,yes,15,3,3,1,9,2,3,9,8,0,8
47,no,travel_rarely,955,sales,4,college,life sciences,very high,female,83,3,2,sales executive,4,single,4163.0,8571,1,yes,17,3,3,0,9,2,3,9,0,0,7
30,yes,travel_rarely,138,research & development,22,bachelor,life sciences,low,female,48,3,1,research scientist,3,married,2132.0,11539,4,yes,11,3,2,0,7,2,3,5,2,0,1
50,no,travel_rarely,939,research & development,24,bachelor,life sciences,very high,male,95,3,4,manufacturing director,3,married,13973.0,4161,3,yes,18,3,4,1,22,2,3,12,11,1,5
38,no,travel_frequently,1391,research & development,10,below college,medical,high,male,66,3,1,research scientist,3,married,2684.0,12127,0,no,17,3,2,1,3,2,2,2,1,0,2
46,no,travel_rarely,566,research & development,7,college,medical,very high,male,75,3,3,manufacturing director,3,divorced,10845.0,24208,6,no,13,3,2,1,13,3,3,8,7,0,7
24,no,travel_rarely,1206,research & development,17,below college,medical,very high,female,41,2,2,manufacturing director,3,divorced,4377.0,24117,1,no,15,3,2,2,5,5,3,4,2,3,2
35,yes,travel_rarely,622,research & development,14,master,other,high,male,39,2,1,laboratory technician,2,divorced,3743.0,10074,1,yes,24,4,4,1,5,2,1,4,2,0,2
31,no,travel_frequently,853,research & development,1,below college,life sciences,high,female,96,3,2,manufacturing director,1,married,4148.0,11275,1,no,12,3,3,1,4,1,3,4,3,0,3
18,no,non-travel,287,research & development,5,college,life sciences,medium,male,73,3,1,research scientist,4,single,1051.0,13493,1,no,15,3,4,0,0,2,3,0,0,0,0
54,no,travel_rarely,1441,research & development,17,bachelor,technical degree,high,female,56,3,3,manufacturing director,3,married,10739.0,13943,8,no,11,3,3,1,22,2,3,10,7,0,8
35,no,travel_rarely,583,research & development,25,master,medical,high,female,57,3,3,healthcare representative,3,divorced,10388.0,6975,1,yes,11,3,3,1,16,3,2,16,10,7,1
30,no,travel_rarely,153,research & development,8,college,life sciences,medium,female,73,4,3,research director,1,married,11416.0,17802,0,yes,12,3,3,2,9,4,2,8,7,1,7
20,yes,travel_rarely,1097,research & development,11,bachelor,medical,very high,female,98,2,1,research scientist,1,single,2600.0,18275,1,yes,15,3,1,0,1,2,3,1,0,0,0
30,yes,travel_frequently,109,research & development,5,bachelor,medical,medium,female,60,3,1,laboratory technician,2,single,2422.0,25725,0,no,17,3,1,0,4,3,3,3,2,1,2
26,no,travel_rarely,1066,research & development,2,college,medical,very high,male,32,4,2,manufacturing director,4,married,5472.0,3334,1,no,12,3,2,0,8,2,3,8,7,1,3
22,no,travel_rarely,217,research & development,8,below college,life sciences,medium,male,94,1,1,laboratory technician,1,married,2451.0,6881,1,no,15,3,1,1,4,3,2,4,3,1,1
48,no,travel_rarely,277,research & development,6,bachelor,life sciences,low,male,97,2,2,healthcare representative,3,single,4240.0,13119,2,no,13,3,4,0,19,2,3,2,2,2,2
48,no,travel_rarely,1355,research & development,4,master,life sciences,high,male,78,2,3,healthcare representative,3,single,10999.0,22245,7,no,14,3,2,0,27,3,3,15,11,4,8
41,no,travel_rarely,549,research & development,7,college,medical,very high,female,42,3,2,manufacturing director,3,single,5003.0,23371,6,no,14,3,2,0,8,5,3,2,2,2,1
39,no,travel_rarely,466,research & development,1,below college,life sciences,very high,female,65,2,4,manufacturing director,4,married,12742.0,7060,1,no,16,3,3,1,21,3,3,15,6,7,8
27,no,travel_rarely,1055,research & development,2,master,life sciences,low,female,47,3,2,manufacturing director,4,married,4227.0,4658,0,no,18,3,2,1,4,2,3,3,2,2,2
35,no,travel_rarely,802,research & development,10,bachelor,other,medium,male,45,3,1,laboratory technician,4,divorced,3917.0,9541,1,no,20,4,1,1,3,4,2,3,2,1,2
42,no,travel_rarely,265,sales,5,college,marketing,very high,male,90,3,5,manager,3,married,13775.600000000008,7770,6,no,13,3,2,0,21,3,4,1,0,0,0
50,no,travel_rarely,804,research & development,9,bachelor,life sciences,low,male,64,3,1,laboratory technician,4,married,2380.0,20165,4,no,18,3,2,0,8,5,3,1,0,0,0
59,no,travel_rarely,715,research & development,2,bachelor,life sciences,high,female,69,2,4,manufacturing director,4,single,13726.0,21829,3,yes,13,3,1,0,23,4,3,5,3,4,3
37,yes,travel_rarely,1141,research & development,11,college,medical,low,female,61,1,2,healthcare representative,2,married,4777.0,14382,5,no,15,3,1,0,15,2,1,1,0,0,0
55,no,travel_frequently,135,research & development,18,master,medical,high,male,62,3,2,healthcare representative,2,married,6385.0,12992,3,yes,14,3,4,2,17,3,3,8,7,6,7
41,no,non-travel,247,research & development,7,below college,life sciences,medium,female,55,1,5,research director,3,divorced,13775.600000000008,20284,1,no,22,4,2,2,21,3,3,15,9,5,10
38,no,travel_rarely,1035,sales,3,master,life sciences,medium,male,42,3,2,sales executive,4,single,6861.0,4981,8,yes,12,3,3,0,19,1,3,1,0,0,0
26,yes,non-travel,265,sales,29,college,medical,medium,male,79,1,2,sales executive,1,single,4969.0,21813,8,no,18,3,4,0,7,5,3,2,2,2,2
52,yes,travel_rarely,266,sales,2,below college,marketing,low,female,57,1,5,manager,4,married,13775.600000000008,25846,1,no,15,3,4,1,23,3,3,15,14,6,9
44,no,travel_rarely,1448,sales,28,bachelor,medical,very high,female,53,4,4,sales executive,4,married,13320.0,11737,3,yes,18,3,3,1,23,2,3,12,11,7,11
50,no,non-travel,145,sales,1,bachelor,life sciences,very high,female,95,3,2,sales executive,3,married,6347.0,24920,0,no,12,3,1,1,19,3,3,18,7,0,13
36,yes,travel_rarely,885,research & development,16,master,life sciences,high,female,43,4,1,laboratory technician,1,single,2743.0,8269,1,no,16,3,3,0,18,1,3,17,13,7,14
39,no,travel_frequently,945,research & development,22,bachelor,medical,very high,female,82,3,3,manufacturing director,1,single,10880.0,5083,1,yes,13,3,3,0,21,2,3,15,6,2,8
33,no,non-travel,1038,sales,8,below college,life sciences,medium,female,88,2,1,sales representative,4,single,2342.0,21437,0,no,19,3,4,0,3,2,2,2,2,2,2
45,no,travel_rarely,1234,sales,11,college,life sciences,very high,female,90,3,4,manager,4,married,13775.600000000008,5404,3,no,13,3,2,1,26,4,4,9,3,1,1
32,no,non-travel,1109,research & development,29,master,medical,very high,female,69,3,1,laboratory technician,3,single,4025.0,11135,7,no,12,3,2,0,10,2,3,8,7,7,7
34,no,travel_rarely,216,sales,1,master,marketing,medium,male,75,4,2,sales executive,4,divorced,9725.0,12278,0,no,11,3,4,1,16,2,2,15,1,0,9
59,no,travel_rarely,1089,sales,1,college,technical degree,medium,male,66,3,3,manager,4,married,11904.0,11038,3,yes,14,3,3,1,14,1,1,6,4,0,4
45,no,travel_rarely,788,human resources,24,master,medical,medium,male,36,3,1,human resources,2,single,2177.0,8318,1,no,16,3,1,0,6,3,3,6,3,0,4
53,no,travel_frequently,124,sales,2,bachelor,marketing,high,female,38,2,3,sales executive,2,married,7525.0,23537,2,no,12,3,1,1,23,2,3,15,7,6,12
36,yes,travel_rarely,660,research & development,15,bachelor,other,low,male,81,3,2,laboratory technician,3,divorced,4834.0,7858,7,no,14,3,2,1,9,3,2,1,0,0,0
26,yes,travel_frequently,342,research & development,2,bachelor,life sciences,low,male,57,3,1,research scientist,1,married,2042.0,15346,6,yes,14,3,2,1,6,2,3,3,2,1,2
34,no,travel_rarely,1333,sales,10,master,life sciences,high,female,87,3,1,sales representative,3,married,2220.0,18410,1,yes,19,3,4,1,1,2,3,1,1,0,0
28,no,travel_rarely,1144,sales,10,below college,medical,very high,male,74,3,1,sales representative,2,married,1052.0,23384,1,no,22,4,2,0,1,5,3,1,0,0,0
38,no,travel_frequently,1186,research & development,3,master,other,high,male,44,3,1,research scientist,3,married,2821.0,2997,3,no,16,3,1,1,8,2,3,2,2,2,2
50,no,travel_rarely,1464,research & development,2,master,medical,medium,male,62,3,5,research director,3,married,13775.600000000008,12853,2,yes,11,3,4,1,23,2,2,8,1,7,7
37,no,travel_rarely,124,research & development,3,bachelor,other,very high,female,35,3,2,healthcare representative,2,single,4107.0,13848,3,no,15,3,1,0,8,3,2,4,3,0,1
40,no,travel_rarely,300,sales,26,bachelor,marketing,high,male,74,3,2,sales executive,1,married,8396.0,22217,1,no,14,3,2,1,8,3,2,7,7,7,5
26,no,travel_frequently,921,research & development,1,below college,medical,low,female,66,2,1,research scientist,3,divorced,2007.0,25265,1,no,13,3,3,2,5,5,3,5,3,1,3
46,no,travel_rarely,430,research & development,1,master,medical,very high,male,40,3,5,research director,4,divorced,13775.600000000008,21445,7,no,17,3,4,2,23,2,3,2,2,2,2
54,no,travel_rarely,1082,sales,2,master,life sciences,high,female,41,2,3,sales executive,3,married,10686.0,8392,6,no,11,3,2,1,13,4,3,9,4,7,0
56,no,travel_frequently,1240,research & development,9,bachelor,medical,low,female,63,3,1,research scientist,3,married,2942.0,12154,2,no,19,3,2,1,18,4,3,5,4,0,3
36,no,travel_rarely,796,research & development,12,phd,medical,very high,female,51,2,3,manufacturing director,4,single,8858.0,15669,0,no,11,3,2,0,15,2,2,14,8,7,8
55,no,non-travel,444,research & development,2,below college,medical,high,male,40,2,4,manager,1,single,13775.600000000008,17323,7,no,15,3,2,0,23,3,4,9,7,6,2
43,no,travel_rarely,415,sales,25,bachelor,medical,high,male,79,2,3,sales executive,4,divorced,10798.0,5268,5,no,13,3,3,1,18,5,3,1,0,0,0
20,yes,travel_frequently,769,sales,9,bachelor,marketing,very high,female,54,3,1,sales representative,4,single,2323.0,17205,1,yes,14,3,2,0,2,3,3,2,2,0,2
21,yes,travel_rarely,1334,research & development,10,bachelor,life sciences,high,female,36,2,1,laboratory technician,1,single,1416.0,17258,1,no,13,3,1,0,1,5,2,1,0,1,0
46,no,travel_rarely,1003,research & development,8,master,life sciences,very high,female,74,2,2,research scientist,1,divorced,4615.0,21029,8,yes,23,4,1,2,19,2,3,16,13,1,7
51,yes,travel_rarely,1323,research & development,4,master,life sciences,low,male,34,3,1,research scientist,3,married,2461.0,10332,7,yes,12,3,3,2,18,2,4,10,0,2,7
28,yes,non-travel,1366,research & development,24,college,technical degree,medium,male,72,2,3,healthcare representative,1,single,8722.0,12355,1,no,12,3,1,0,10,2,2,10,7,1,9
26,no,travel_rarely,192,research & development,1,college,medical,low,male,59,2,1,laboratory technician,1,married,3955.0,11141,1,no,16,3,1,2,6,2,3,5,3,1,3
30,no,travel_rarely,1176,research & development,20,bachelor,other,high,male,85,3,2,manufacturing director,1,married,9957.0,9096,0,no,15,3,3,1,7,1,2,6,2,0,2
41,no,travel_rarely,509,research & development,7,college,technical degree,medium,female,43,4,1,research scientist,3,married,3376.0,18863,1,no,13,3,3,0,10,3,3,10,6,0,8
38,no,travel_rarely,330,research & development,17,below college,life sciences,high,female,65,2,3,healthcare representative,3,married,8823.0,24608,0,no,18,3,1,1,20,4,2,15,9,1,9
40,no,travel_rarely,1492,research & development,20,master,technical degree,low,male,61,3,3,healthcare representative,4,married,10322.0,26542,4,no,20,4,4,1,14,5,3,11,10,7,1
27,no,non-travel,1277,research & development,8,phd,life sciences,low,male,87,1,1,laboratory technician,3,married,4621.0,5869,1,no,19,3,4,2,3,4,3,3,2,1,2
55,no,travel_frequently,1091,research & development,2,below college,life sciences,very high,male,65,3,3,manufacturing director,2,married,10976.0,15813,3,no,18,3,2,1,23,4,3,3,2,1,2
28,no,travel_rarely,857,research & development,10,bachelor,other,high,female,59,3,2,research scientist,3,single,3660.0,7909,3,no,13,3,4,0,10,4,4,8,7,1,7
44,yes,travel_rarely,1376,human resources,1,college,medical,medium,male,91,2,3,human resources,1,married,10482.0,2326,7,no,14,3,4,1,24,1,3,15,6,3,6
33,no,travel_rarely,654,research & development,5,bachelor,life sciences,very high,male,34,2,3,healthcare representative,4,divorced,7119.0,21214,4,no,15,3,3,1,9,2,3,3,2,1,2
35,yes,travel_rarely,1204,sales,4,bachelor,technical degree,very high,male,86,3,3,sales executive,1,single,9582.0,10333,0,yes,22,4,1,0,9,2,3,8,7,4,7
33,yes,travel_frequently,827,research & development,29,master,medical,low,female,54,2,2,research scientist,3,single,4508.0,3129,1,no,22,4,2,0,14,4,3,13,7,3,8
28,no,travel_rarely,895,research & development,15,college,life sciences,low,male,50,3,1,laboratory technician,3,divorced,2207.0,22482,1,no,16,3,4,1,4,5,2,4,2,2,2
34,no,travel_frequently,618,research & development,3,below college,life sciences,low,male,45,3,2,healthcare representative,4,single,7756.0,22266,0,no,17,3,3,0,7,1,2,6,2,0,4
37,no,travel_rarely,309,sales,10,master,life sciences,very high,female,88,2,2,sales executive,4,divorced,6694.0,24223,2,yes,14,3,3,2,8,5,3,1,0,0,0
25,yes,travel_rarely,1219,research & development,4,below college,technical degree,very high,male,32,3,1,laboratory technician,4,married,3691.0,4605,1,yes,15,3,2,1,7,3,4,7,7,5,6
26,yes,travel_rarely,1330,research & development,21,bachelor,medical,low,male,37,3,1,laboratory technician,3,divorced,2377.0,19373,1,no,20,4,3,1,1,2,2,1,1,0,0
33,yes,travel_rarely,1017,research & development,25,bachelor,medical,low,male,55,2,1,research scientist,2,single,2313.0,2993,4,yes,20,4,2,0,5,2,3,2,2,2,2
42,no,travel_rarely,469,research & development,2,college,medical,very high,male,35,3,4,manager,1,married,13775.600000000008,14399,0,no,17,3,4,1,23,3,3,15,6,7,7
28,yes,travel_frequently,1009,research & development,1,bachelor,medical,low,male,45,2,1,laboratory technician,2,divorced,2596.0,7160,1,no,15,3,1,2,1,2,3,1,0,0,0
50,yes,travel_frequently,959,sales,1,master,other,very high,male,81,3,2,sales executive,3,single,4728.0,17251,3,yes,14,3,4,0,5,4,3,0,0,0,0
33,no,travel_frequently,970,sales,7,bachelor,life sciences,very high,female,30,3,2,sales executive,2,married,4302.0,13401,0,no,17,3,3,1,4,3,3,3,2,0,2
34,no,non-travel,697,research & development,3,master,life sciences,high,male,40,2,1,research scientist,4,married,2979.0,22478,3,no,17,3,4,2,6,2,3,0,0,0,0
48,no,non-travel,1262,research & development,1,master,medical,low,male,35,4,4,manager,4,single,13775.600000000008,16154,2,no,22,4,3,0,27,3,2,5,4,2,1
45,no,non-travel,1050,sales,9,master,life sciences,medium,female,65,2,2,sales executive,3,married,5593.0,17970,1,no,13,3,4,1,15,2,3,15,10,4,12
52,no,travel_rarely,994,research & development,7,master,life sciences,medium,male,87,3,3,healthcare representative,2,single,10445.0,15322,7,no,19,3,4,0,18,4,3,8,6,4,0
38,no,travel_rarely,770,sales,10,master,marketing,high,male,73,2,3,sales executive,3,divorced,8740.0,5569,0,yes,14,3,2,2,9,2,3,8,7,2,7
29,no,travel_rarely,1107,research & development,28,master,life sciences,high,female,93,3,1,research scientist,4,divorced,2514.0,26968,4,no,22,4,1,1,11,1,3,7,5,1,7
28,no,travel_rarely,950,research & development,3,bachelor,medical,very high,female,93,3,3,manufacturing director,2,divorced,7655.0,8039,0,no,17,3,2,2,10,3,2,9,7,1,7
46,no,travel_rarely,406,sales,3,below college,marketing,low,male,52,3,4,manager,3,married,13775.600000000008,15596,3,no,12,3,4,1,23,3,3,12,9,4,9
38,no,travel_rarely,130,sales,2,college,marketing,very high,male,32,3,3,sales executive,2,single,7351.0,20619,7,no,16,3,3,0,10,2,3,1,0,0,0
43,no,travel_frequently,1082,research & development,27,bachelor,life sciences,high,female,83,3,3,manufacturing director,1,married,10820.0,11535,8,no,11,3,3,1,18,1,3,8,7,0,1
39,yes,travel_frequently,203,research & development,2,bachelor,life sciences,low,male,84,3,4,healthcare representative,4,divorced,12169.0,13547,7,no,11,3,4,2,21,4,3,18,7,7,5
40,no,travel_rarely,1308,research & development,14,bachelor,medical,high,male,44,2,5,research director,3,single,13775.600000000008,17544,1,no,14,3,1,0,21,2,4,15,7,4,9
21,no,travel_rarely,984,research & development,1,below college,technical degree,very high,female,70,2,1,research scientist,2,single,2070.0,25326,1,yes,11,3,3,0,2,5,4,2,2,2,2
39,no,non-travel,439,research & development,9,bachelor,life sciences,high,male,70,3,2,laboratory technician,2,single,6782.0,8770,7,no,15,3,3,0,9,2,2,5,4,0,3
36,no,non-travel,217,research & development,18,master,life sciences,low,male,78,3,2,manufacturing director,4,single,7779.0,23238,2,no,20,4,1,0,18,2,3,11,9,0,9
31,no,travel_frequently,793,sales,20,bachelor,life sciences,high,male,67,4,1,sales representative,4,married,2791.0,21981,0,no,12,3,1,1,3,4,3,2,2,2,2
28,no,travel_rarely,1451,research & development,2,below college,life sciences,low,male,67,2,1,research scientist,2,married,3201.0,19911,0,no,17,3,1,0,6,2,1,5,3,0,4
35,no,travel_frequently,1182,sales,11,college,marketing,very high,male,54,3,2,sales executive,4,divorced,4968.0,18500,1,no,11,3,4,1,5,3,3,5,2,0,2
49,no,travel_rarely,174,sales,8,master,technical degree,very high,male,56,2,4,sales executive,2,married,13120.0,11879,6,no,17,3,2,1,22,3,3,9,8,2,3
34,no,travel_frequently,1003,research & development,2,college,life sciences,very high,male,95,3,2,manufacturing director,3,single,4033.0,15834,2,no,11,3,4,0,5,3,2,3,2,0,2
29,no,travel_frequently,490,research & development,10,bachelor,life sciences,very high,female,61,3,1,research scientist,2,divorced,3291.0,17940,0,no,14,3,4,2,8,2,2,7,5,1,1
42,no,travel_rarely,188,research & development,29,bachelor,medical,medium,male,56,1,2,laboratory technician,4,single,4272.0,9558,4,no,19,3,1,0,16,3,3,1,0,0,0
29,no,travel_rarely,718,research & development,8,below college,medical,medium,male,79,2,2,manufacturing director,4,married,5056.0,17689,1,yes,15,3,3,1,10,2,2,10,7,1,2
38,no,travel_rarely,433,human resources,1,bachelor,human resources,high,male,37,4,1,human resources,3,married,2844.0,6004,1,no,13,3,4,1,7,2,4,7,6,5,0
28,no,travel_frequently,773,research & development,6,bachelor,life sciences,high,male,39,2,1,research scientist,3,divorced,2703.0,22088,1,yes,14,3,4,1,3,2,3,3,1,0,2
18,yes,non-travel,247,research & development,8,below college,medical,high,male,80,3,1,laboratory technician,3,single,1904.0,13556,1,no,12,3,4,0,0,2,3,0,0,0,0
33,yes,travel_rarely,603,sales,9,master,marketing,low,female,77,3,2,sales executive,1,single,8224.0,18385,0,yes,17,3,1,0,6,3,3,5,2,0,3
41,no,travel_rarely,167,research & development,12,master,life sciences,medium,male,46,3,1,laboratory technician,4,married,4766.0,9051,3,yes,11,3,1,1,6,4,3,1,0,0,0
31,yes,travel_frequently,874,research & development,15,bachelor,medical,high,male,72,3,1,laboratory technician,3,married,2610.0,6233,1,no,12,3,3,1,2,5,2,2,2,2,2
37,no,travel_rarely,367,research & development,25,college,medical,high,female,52,2,2,healthcare representative,4,divorced,5731.0,17171,7,no,13,3,3,2,9,2,3,6,2,1,3
27,no,travel_rarely,199,research & development,6,bachelor,life sciences,very high,male,55,2,1,research scientist,3,married,2539.0,7950,1,no,13,3,3,1,4,2,3,4,2,2,2
34,no,travel_rarely,1400,sales,9,below college,life sciences,medium,female,70,3,2,sales executive,3,married,5714.0,5829,1,no,20,4,1,0,6,3,2,6,5,1,3
35,no,travel_rarely,528,human resources,8,master,technical degree,high,male,100,3,1,human resources,3,single,4323.0,7108,1,no,17,3,2,0,6,2,1,5,4,1,4
29,yes,travel_rarely,408,sales,23,below college,life sciences,very high,female,45,2,3,sales executive,1,married,7336.0,11162,1,no,13,3,1,1,11,3,1,11,8,3,10
40,no,travel_frequently,593,research & development,9,master,medical,medium,female,88,3,3,research director,3,single,13499.0,13782,7,no,17,3,3,0,20,3,2,18,7,2,13
42,yes,travel_frequently,481,sales,12,bachelor,life sciences,high,male,44,3,4,sales executive,1,single,13758.0,2447,0,yes,12,3,2,0,22,2,2,15,9,7,14
42,no,travel_rarely,647,sales,4,master,marketing,medium,male,45,3,2,sales executive,1,single,5155.0,2253,7,no,13,3,4,0,9,3,4,6,4,1,5
35,no,travel_rarely,982,research & development,1,master,medical,very high,male,58,2,1,laboratory technician,3,married,2258.0,16340,6,no,12,3,2,1,10,2,3,8,0,1,7
24,no,travel_rarely,477,research & development,24,bachelor,medical,very high,male,49,3,1,laboratory technician,2,single,3597.0,6409,8,no,22,4,4,0,6,2,3,4,3,1,2
28,yes,travel_rarely,1485,research & development,12,below college,life sciences,high,female,79,3,1,laboratory technician,4,married,2515.0,22955,1,yes,11,3,4,0,1,4,2,1,1,0,0
26,no,travel_rarely,1384,research & development,3,master,medical,low,male,82,4,1,laboratory technician,4,married,4420.0,13421,1,no,22,4,2,1,8,2,3,8,7,0,7
30,no,travel_rarely,852,sales,10,bachelor,marketing,high,male,72,2,2,sales executive,3,married,6578.0,2706,1,no,18,3,1,1,10,3,3,10,3,1,4
40,no,travel_frequently,902,research & development,26,college,medical,high,female,92,2,2,research scientist,4,married,4422.0,21203,3,yes,13,3,4,1,16,3,1,1,1,0,0
35,no,travel_rarely,819,research & development,2,bachelor,life sciences,high,male,44,2,3,manufacturing director,2,divorced,10274.0,19588,2,no,18,3,2,1,15,2,4,7,7,6,4
34,no,travel_frequently,669,research & development,1,bachelor,medical,very high,male,97,2,2,healthcare representative,1,single,5343.0,25755,0,no,20,4,3,0,14,3,3,13,9,4,9
35,no,travel_frequently,636,research & development,4,master,other,very high,male,47,2,1,laboratory technician,4,married,2376.0,26537,1,no,13,3,2,1,2,2,4,2,2,2,2
43,yes,travel_rarely,1372,sales,9,bachelor,marketing,low,female,85,1,2,sales executive,3,single,5346.0,9489,8,no,13,3,2,0,7,2,2,4,3,1,3
32,no,non-travel,862,sales,2,below college,life sciences,high,female,76,3,1,sales representative,1,divorced,2827.0,14947,1,no,12,3,3,2,1,3,3,1,0,0,0
56,no,travel_rarely,718,research & development,4,master,technical degree,very high,female,92,3,5,manager,1,divorced,13775.600000000008,18575,4,no,13,3,4,1,28,2,3,5,2,4,2
29,no,travel_rarely,1401,research & development,6,below college,medical,medium,female,54,3,1,laboratory technician,4,married,3131.0,26342,1,no,13,3,1,1,10,5,3,10,8,0,8
19,no,travel_rarely,645,research & development,9,college,life sciences,high,male,54,3,1,research scientist,1,single,2552.0,7172,1,no,25,4,3,0,1,4,3,1,1,0,0
45,no,travel_rarely,1457,research & development,7,bachelor,medical,low,female,83,3,1,research scientist,3,married,4477.0,20100,4,yes,19,3,3,1,7,2,2,3,2,0,2
37,no,travel_rarely,977,research & development,1,bachelor,life sciences,very high,female,56,2,2,manufacturing director,4,married,6474.0,9961,1,no,13,3,2,1,14,2,2,14,8,3,11
20,no,travel_rarely,805,research & development,3,bachelor,life sciences,low,male,87,2,1,laboratory technician,3,single,3033.0,12828,1,no,12,3,1,0,2,2,2,2,2,1,2
44,yes,travel_rarely,1097,research & development,10,master,life sciences,high,male,96,3,1,research scientist,3,single,2936.0,10826,1,yes,11,3,3,0,6,4,3,6,4,0,2
53,no,travel_rarely,1223,research & development,7,college,medical,very high,female,50,3,5,manager,3,divorced,13775.600000000008,18640,3,no,18,3,2,1,26,5,3,7,7,4,7
29,no,travel_rarely,942,research & development,15,below college,life sciences,medium,female,69,1,1,research scientist,4,married,2168.0,26933,0,yes,18,3,1,1,6,2,2,5,4,1,3
22,yes,travel_frequently,1256,research & development,3,master,life sciences,high,male,48,2,1,research scientist,4,married,2853.0,4223,0,yes,11,3,2,1,1,5,3,0,0,0,0
46,no,travel_rarely,1402,sales,2,bachelor,marketing,high,female,69,3,4,manager,1,married,13775.600000000008,24097,8,no,23,4,1,0,28,2,3,15,9,7,9
